,,,,,,,
zip,uscis_id,lat,lng,,,,
36442,1,31.02,-86.3,,,,
36444,1,31.71,-87.41,,,,
36445,1,31.43,-87.4,,,,
36446,1,31.78,-87.72,,,,
36449,1,31.33,-87.43,,,,
36451,1,31.7,-87.77,,,,
36453,1,31.21,-86.16,,,,
36454,1,31.33,-87.18,,,,
36455,1,31.01,-86.35,,,,
36456,1,31.54,-86.71,,,,
36457,1,31.38,-87.43,,,,
36458,1,31.5,-87.39,,,,
36460,1,31.51,-87.32,,,,
36461,1,31.51,-87.32,,,,
36462,1,31.51,-87.32,,,,
36467,1,31.29,-86.25,,,,
36470,1,31.51,-87.49,,,,
36471,1,31.58,-87.25,,,,
36473,1,31.31,-87.23,,,,
36474,1,31.4,-86.6,,,,
36475,1,31.4,-87.23,,,,
36476,1,31.35,-86.54,,,,
36477,1,31.11,-86.04,,,,
36480,1,31.3,-87.5,,,,
36481,1,31.82,-87.31,,,,
36482,1,31.65,-87.62,,,,
36483,1,31.02,-86.61,,,,
36501,1,31.46,-87.73,,,,
36502,1,31.02,-87.49,,,,
36503,1,31.02,-87.49,,,,
36504,1,31.02,-87.49,,,,
36505,1,30.92,-88.02,,,,
36507,1,30.88,-87.77,,,,
36509,1,30.4,-88.25,,,,
36511,1,30.31,-87.72,,,,
36512,1,31.01,-88.02,,,,
36513,1,31.15,-88.01,,,,
36515,1,31.34,-87.84,,,,
36518,1,31.46,-88.25,,,,
36521,1,30.92,-88.2,,,,
36522,1,31.09,-88.24,,,,
36523,1,30.4,-88.16,,,,
36524,1,31.76,-88.08,,,,
36525,1,30.89,-88,,,,
36526,1,30.62,-87.89,,,,
36527,1,30.67,-87.88,,,,
36528,1,30.25,-88.11,,,,
36529,1,31.21,-88.31,,,,
36530,1,30.41,-87.6,,,,
36532,1,30.51,-87.88,,,,
36533,1,30.51,-87.88,,,,
36535,1,30.4,-87.68,,,,
36536,1,30.4,-87.68,,,,
36538,1,31.64,-88.14,,,,
36539,1,31.34,-88.41,,,,
36540,1,31.44,-87.69,,,,
36541,1,30.47,-88.34,,,,
36542,1,30.27,-87.7,,,,
36543,1,31.21,-87.46,,,,
36544,1,30.5,-88.23,,,,
36545,1,31.53,-87.89,,,,
36547,1,30.27,-87.7,,,,
36548,1,31.5,-87.98,,,,
36549,1,30.41,-87.43,,,,
36550,1,31.25,-87.7,,,,
36551,1,30.62,-87.75,,,,
36553,1,31.26,-88.02,,,,
36555,1,30.4,-87.77,,,,
36556,1,31.19,-88.01,,,,
36558,1,31.62,-88.31,,,,
36559,1,30.56,-87.9,,,,
36560,1,31.09,-88.01,,,,
36561,1,30.28,-87.59,,,,
36562,1,31,-87.62,,,,
36564,1,30.48,-87.9,,,,
36567,1,30.55,-87.7,,,,
36568,1,30.49,-88.24,,,,
36569,1,31.53,-88.05,,,,
36571,1,30.82,-88.09,,,,
36572,1,30.85,-88.06,,,,
36574,1,30.51,-87.47,,,,
36575,1,30.77,-88.26,,,,
36576,1,30.54,-87.74,,,,
36577,1,30.67,-87.88,,,,
36578,1,30.74,-87.79,,,,
36579,1,30.99,-87.85,,,,
36580,1,30.48,-87.7,,,,
36581,1,31.37,-88.03,,,,
36582,1,30.54,-88.17,,,,
36583,1,31.36,-88.24,,,,
36584,1,31.26,-88.34,,,,
36585,1,31.44,-88.03,,,,
36587,1,30.82,-88.35,,,,
36590,1,30.54,-88.17,,,,
36601,1,30.68,-88.04,,,,
36602,1,30.68,-88.04,,,,
36603,1,30.68,-88.04,,,,
36604,1,30.68,-88.04,,,,
36605,1,30.68,-88.04,,,,
36606,1,30.68,-88.04,,,,
36607,1,30.68,-88.04,,,,
36608,1,30.68,-88.04,,,,
36609,1,30.68,-88.04,,,,
36610,1,30.68,-88.04,,,,
36611,1,30.68,-88.04,,,,
36612,1,30.68,-88.04,,,,
36613,1,30.76,-88.12,,,,
36615,1,30.68,-88.04,,,,
36616,1,30.68,-88.04,,,,
36617,1,30.68,-88.04,,,,
36618,1,30.68,-88.04,,,,
36619,1,30.68,-88.04,,,,
36621,1,30.69,-88.04,,,,
36622,1,30.69,-88.04,,,,
36625,1,30.68,-88.04,,,,
36628,1,30.68,-88.04,,,,
36630,1,30.68,-88.04,,,,
36633,1,30.68,-88.04,,,,
36640,1,30.68,-88.04,,,,
36641,1,30.68,-88.04,,,,
36644,1,30.68,-88.04,,,,
36652,1,30.68,-88.04,,,,
36660,1,30.68,-88.04,,,,
36663,1,30.68,-88.04,,,,
36670,1,30.68,-88.04,,,,
36671,1,30.68,-88.04,,,,
36675,1,30.68,-88.04,,,,
36685,1,30.68,-88.04,,,,
36688,1,30.68,-88.04,,,,
36689,1,30.68,-88.04,,,,
36690,1,30.69,-88.04,,,,
36691,1,30.68,-88.04,,,,
36693,1,30.68,-88.04,,,,
36695,1,30.68,-88.04,,,,
36701,1,32.41,-87.03,,,,
36702,1,32.41,-87.03,,,,
36703,1,32.41,-87.03,,,,
36720,1,32.23,-87.41,,,,
36721,1,32.07,-87.56,,,,
36722,1,32.07,-87.56,,,,
36723,1,32.07,-87.28,,,,
36726,1,31.99,-87.29,,,,
36727,1,31.95,-88.02,,,,
36728,1,32.18,-87.46,,,,
36732,1,32.5,-87.83,,,,
36736,1,32.05,-87.72,,,,
36738,1,32.45,-87.59,,,,
